"last_name, first_name","player_id","year","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z",""
"Lovelady, Richard","663992","2023","90.8","2360","7.5","-18.7","85.9","2381","-4.7","-34.1","86.1","1657","11.5","-33.7",,,,,
"Kennedy, Brett","664028","2023","92.9","2144","-12.1","-18.5","83.8","2298","0","-36.9","83.6","1409","-12.1","-32.5",,,,,
"Gonsolin, Tony","664062","2023","92.4","2216","-11.1","-16.1","86.8","2469","2.8","-29.7",,,,,"80.9","2580","3.7","-52.7",
"Cleavinger, Garrett","664076","2023","95.2","2306","8.4","-14.3","81.3","2782","-12.3","-48.7",,,,,,,,,
"Fairbanks, Pete","664126","2023","98.9","2454","-0.2","-9.1","86.8","2511","4","-43.2","94.1","1768","-10.4","-22.1",,,,,
"Gibaut, Ian","664139","2023","95.2","2234","-5.1","-13","85.8","2568","9.2","-29.6","86","1925","-15.9","-31.1",,,,,
"Lucchesi, Joey","664192","2023",,,,,,,,,"81.8","1337","2.9","-33.2","77.9","2132","-2.5","-46.6",
"Clarke, Taylor","664199","2023","94.8","2249","-5","-13","88.5","2191","4.4","-29.8","89.1","1583","-15.2","-28.2",,,,,
"Maton III, Phil","664208","2023","89","2565","4.2","-24.3",,,,,,,,,"73.8","3156","18.5","-62.2",
"Valdez, Framber","664285","2023",,,,,,,,,"90.1","1676","15.5","-29.1","80.2","2846","-8.9","-57.5",
"Moreta, Dauri","664294","2023","95.2","2318","-10.5","-13.4","84.6","1991","-8.3","-38","85.8","1731","-13.5","-24.6",,,,,
"Javier, Cristian","664299","2023","92.7","2255","-5.6","-13.3","79.5","2552","14","-41.1","83.7","2398","-15.9","-31.5","76.6","2937","12.2","-57.4",
"Urquidy, Jose","664353","2023","93.1","2254","-8.2","-12.3",,,,,"86.1","2100","-17","-25.8","79.6","2697","9","-55.8",
"Diaz, Alexis","664747","2023","94.5","2547","-9.4","-17.2","87.5","2646","4.1","-33.1",,,,,,,,,
"Cousins, Jake","664776","2023","94.6","2332","-11.9","-17.9","81.8","2635","11.3","-41.8",,,,,,,,,
"Young, Danny","664849","2023",,,,,"77.4","2774","-20.2","-45.3",,,,,,,,,
"Helsley, Ryan","664854","2023","99.7","2642","-3.5","-9.2","89","2421","4.7","-32.3",,,,,"82.1","2517","4.2","-50",
"Lawrence, Justin","664875","2023",,,,,,,,,,,,,,,,,
"Naile, James","664942","2023","92.6","1807","-6.4","-19.5",,,,,"86.3","1534","-11.6","-33.9","83.1","2687","15.6","-42.6",
"Misiewicz, Anthony","664948","2023","93","2141","7.3","-15.9","83","2517","-3.8","-41.1",,,,,"78.8","2837","-5.6","-57.1",
"Kelley, Trevor","665001","2023",,,,,"81.5","2377","1.6","-36.2","79.3","2148","-21.1","-45.3",,,,,
"Harris, Hobie","665048","2023","94.1","2127","-9.8","-15",,,,,,,,,,,,,
"Kremer, Dean","665152","2023","94.6","2304","-9.7","-13.8",,,,,"85.3","1715","-15.4","-32.7","78.1","2756","10.4","-55.6",
"Garcia, Deivi","665620","2023","94.8","2231","-8.2","-13.5","82.9","2581","4.1","-43.1","84.6","1999","-14.4","-28.9","77","2723","4.7","-63.2",
"Medina, Luis","665622","2023","96.1","2324","-5.9","-13.3","85.3","2262","3.1","-37.5","87.3","1445","-14.5","-30","79.6","2353","6.4","-55.6",
"Peguero, Elvis","665625","2023",,,,,"90.6","2497","2.5","-33",,,,,,,,,
"Sanmartin, Reiver","665665","2023","90.2","2196","14.9","-22.6","79.7","2446","-7.1","-40.9","84.5","2051","17.9","-39.3",,,,,
"Felipe, Angel","665734","2023","95.4","2137","-4.9","-19.1","83.4","2263","3.1","-43.8","85.9","1899","-16.6","-32.3",,,,,
"Cabrera, Edward","665795","2023","96.2","2301","-9.1","-13.5","88.2","2474","2.7","-33.3","92.9","1700","-16.6","-23.9","84.6","2595","10.2","-45.8",
"Assad, Javier","665871","2023","93.1","2093","-5.3","-15.7","80.6","2344","13.4","-41.4","85","1430","-13","-28.7","76.6","2322","9.4","-55.7",
"Marte, Jose","665896","2023","95.2","2290","-9.5","-16.5",,,,,"91.2","1852","-16.2","-26.6",,,,,
"Garrett, Braxton","666129","2023","90.8","2270","7.4","-18.2","82.8","2210","-10.3","-43.2","84.1","1458","14.4","-36.8","77.6","2168","-10.4","-53.4",
"Ragans, Cole","666142","2023","96.5","2481","12.4","-13.4","86.8","2571","-2","-35.9","86.6","2057","15.6","-25.9","81.8","2474","-10.2","-52.5",
"Kauffmann, Karl","666154","2023","90.3","2199","-7.4","-20","83.8","2259","4","-36","85","1302","-10","-35.5",,,,,
"Lodolo, Nick","666157","2023","93.2","2300","17.2","-20.1",,,,,"87.3","1993","18.8","-33.8","79.6","2726","-15","-44.7",
"Manning, Matt","666159","2023","93.4","2136","-3.5","-14.8","81.9","2256","9.9","-32.5","87.7","1442","-12.8","-28.6","79.5","2245","9.3","-55.1",
"Thompson, Mason","666168","2023","94.6","2239","-8","-14.9","84.7","2278","4.4","-38.7","86.3","1851","-18.1","-31.2","80.5","2398","12","-54.4",
"Luzardo, Jesus","666200","2023","96.7","2240","14.1","-15.5","85.1","2320","0.1","-36.3","88.3","1968","16.2","-28.4",,,,,
"Manoah, Alek","666201","2023","92.8","2347","-6.1","-15.7","80.8","2148","12.5","-41.9","86.3","2055","-16.3","-28.1",,,,,
"Jimenez, Dany","666204","2023","93.3","2179","-5.8","-14.1","81.5","2254","0.4","-40",,,,,,,,,
"Muller, Kyle","666205","2023","93.5","2410","5.6","-18","87.1","2080","-0.3","-32.3","87.9","1627","12.8","-29.1","81.2","2333","-3.9","-51",
"Wentz, Joey","666214","2023","93.4","2222","12.1","-16.1",,,,,"85","2107","16.4","-27.2","77.5","2489","-8.9","-57.3",
"Soriano, George","666277","2023","94.6","2127","-8","-18.8","83.3","2738","11","-39.7","88.9","2035","-18","-31.9",,,,,
"Balazovic, Jordan","666364","2023","95.1","1963","-5.5","-13.4","86.3","2264","2.2","-33.3","88.6","1482","-11","-27.6","81.7","2133","2.7","-51.4",
"Brash, Matt","666374","2023","98.1","2274","-9.7","-15.2","88.8","2826","11.8","-31.4","87.3","2292","-20.4","-26.8","85.8","2978","13.6","-42.7",
"Santos, Gregory","666619","2023","97.4","2357","-4.8","-20.7","91.4","2524","5.7","-31","93.2","2121","-12.6","-28.8",,,,,
"Rodriguez, Yerry","666720","2023","97.2","2400","-11","-15.2","84.1","2557","6.7","-30.6","85.9","1825","-16","-27.9",,,,,
"Castillo, Max","666721","2023","93.4","2189","-13.1","-17.4","83.6","2397","3.9","-33.5","87.1","1585","-14.4","-32.6",,,,,
"Brito, Jhony","666745","2023","95.8","2115","-10.4","-15.6","86.3","2048","1.7","-32.6","88.8","1673","-16.1","-27.3","81.4","2195","10.3","-43.6",
"Doval, Camilo","666808","2023",,,,,"88.9","2465","2.9","-32.3",,,,,,,,,
"Frias, Luis","666818","2023","96.1","2243","-5.1","-13.3","83.8","2086","4.2","-43.9","89.3","1372","-11.2","-25.9",,,,,
"Cano, Yennier","666974","2023","96.5","2227","-15.2","-22.3","87.5","2445","6.2","-35.5","90.9","1808","-18.1","-32.3",,,,,
"Jackson, Zach","667427","2023","93.1","2129","-5","-11.8","83.9","2422","1","-40","91.7","2062","-1.6","-14.1",,,,,
"King, John","667463","2023","93.7","1980","6.4","-21.9","85.1","2660","-0.8","-38.7","84.1","1536","16","-38.1",,,,,
"Soriano, Jose","667755","2023","98.8","2149","-11.7","-16.5","89.9","2347","0.8","-35.1",,,,,"86.8","2225","11.3","-44.8",
"Miller, Tyson","668338","2023","91","2215","-1.3","-22.8","82.1","2541","11.7","-39.2","87.4","2163","-14.9","-33.4","80.2","2653","12.5","-50.3",
"Nogosek, Stephen","668665","2023","94.2","2278","-2.7","-12.6","84.9","2293","8.5","-42.2","86.9","1516","-12.9","-28.2","78.4","2295","9.5","-58.5",
"Erceg, Lucas","668674","2023","97.9","2104","-8.8","-13.9","86.3","1957","0.6","-37.6","90.3","1922","-16.9","-26.5",,,,,
"Plesac, Zach","668676","2023","91","2062","-9.3","-15","84.7","2105","0.3","-30.7","83.6","1542","-11.2","-26.4","78.8","2057","0.1","-46.8",
"Gallen, Zac","668678","2023","93.6","2296","-2.9","-14.4","87.5","2433","5.5","-34.7","86.8","1517","-12.6","-32.1","82.5","2463","4","-51",
"Bristo, Braden","668754","2023",,,,,,,,,"85.1","1586","-15.4","-31.1",,,,,
"Thompson, Zack","668868","2023","93.6","1804","7.1","-16.2",,,,,"86.2","1452","9","-24.7","75.4","2828","-6.6","-67.6",
"Kilian, Caleb","668873","2023","93.6","2084","-4.5","-16.8",,,,,"87.7","1676","-13.4","-29.5","79.3","2452","7.7","-58.6",
"Greene, Hunter","668881","2023","98.3","2343","-11.6","-13","87.3","2341","4.5","-33.1","91.1","1966","-12.8","-24.2",,,,,
"Williams, Gavin","668909","2023","95.7","2218","-9.8","-13.9","84.9","2253","3.7","-36.7","88.2","1887","-15.8","-26.3","76.2","2283","9.9","-63.9",
"Ashcraft, Graham","668933","2023",,,,,"88.3","2832","13.2","-35.4",,,,,,,,,
"Romero, JoJo","668941","2023","95.1","2202","8.6","-17.2","84.3","2631","-10","-35.9","85.9","1574","15.3","-32.3",,,,,
"Hollowell, Gavin","668970","2023","93.4","2547","-8.4","-19.2","82.3","2420","13","-38.2",,,,,,,,,
"Legumina, Casey","668984","2023","94.3","2342","-11.3","-15.9","85","2665","5","-32.7","87.9","1761","-16.4","-35.1",,,,,
"Gore, MacKenzie","669022","2023","95","2286","4.2","-12.9","88.6","1970","-2.5","-28.9","86.5","2175","14","-25.5","83.2","2311","1.2","-46.3",
"Wilson, Bryse","669060","2023","93.6","2155","-6.1","-15.1",,,,,"87.1","1464","-15","-29.2","79.6","2480","16.7","-48.4",
"Hall, DL","669084","2023","95.6","2209","7.2","-14.6","87.4","2387","-6.2","-36.3","84.5","2124","15.9","-28.8","80.7","2531","-8.4","-54.5",
"Estrada, Jeremiah","669093","2023","95.7","2285","-3.4","-10","83.1","2437","8","-34.2","87","1882","-13.1","-23.4","75.9","2466","5.7","-65.9",
"Muckenhirn, Zach","669105","2023",,,,,,,,,,,,,,,,,
"Zimmermann, Bruce","669145","2023","90.1","2406","5.4","-19.8","84.8","2512","1.3","-39.7","84.6","1914","16.8","-30.6","81.3","2221","-6.2","-52.2",
"May, Dustin","669160","2023","97.3","2320","-9.7","-13.3",,,,,"90.8","1836","-16.4","-29","86.3","3113","14.4","-39.9",
"Heasley, Jonathan","669169","2023","94.7","2330","-8","-13",,,,,"86","1861","-13.3","-29.4","79.8","2567","6.8","-58.2",
"Nelson, Ryne","669194","2023","94.4","2210","-4.1","-12.6","81.6","2409","13.1","-42","83.3","1713","-13.9","-30.9","76.5","2486","6.6","-58.1",
"Burnes, Corbin","669203","2023",,,,,"86.1","2877","12.4","-35.4","89.3","2049","-13.8","-27.2","79.9","2794","10.4","-53.9",
"Akin, Keegan","669211","2023","93.6","2307","12.2","-14.3","86.1","2183","-3.9","-34.2","85.4","1992","16.8","-30","71.9","2293","-13.3","-62.1",
"Morgan, Eli","669212","2023","92.5","2272","-7.8","-13.7","85.5","2222","2","-33.6","78.6","2039","-16.6","-40.5","84.4","2185","7.5","-40.4",
"Kuhnel, Joel","669270","2023","94.2","2172","-9.5","-18.6","85.5","2350","4.4","-35.2","89.1","1414","-13.1","-29.9",,,,,
"Lee, Dylan","669276","2023","91.8","2249","7","-13","83.3","2069","-2.8","-35","85.6","1590","11.7","-25.7",,,,,
"Gilbert, Logan","669302","2023","95.7","2000","-6.1","-12.8","88.7","2009","0.8","-34.4",,,,,"80.3","2324","7.1","-55.1",
"Wells, Tyler","669330","2023","92.5","2444","-4.2","-13","84","2463","5.9","-36.5","85.4","2252","-15.5","-24.4","74.1","2656","10.5","-63",
"Skubal, Tarik","669373","2023","95.8","2186","7.1","-14","87.6","2075","-2","-30.1","84.3","1563","12.9","-33.8","76.4","2324","-7.1","-57.9",
"Mlodzinski, Carmen","669387","2023","95.7","2200","-10","-17.5",,,,,"89.4","1937","-17.1","-33.5",,,,,
"Coleman, Dylan","669395","2023","95.2","2421","-3.2","-16.6",,,,,,,,,,,,,
"Lambert, Jimmy","669424","2023","94","2250","-7.3","-13","85.6","2491","2.4","-36.5","85.5","1554","-14.7","-30.4","76.1","2647","5.8","-66.1",
"Rogers, Trevor","669432","2023","93.2","2339","11.1","-16.9","82.6","2155","-3.3","-37.9","85.7","1394","14.5","-37.1",,,,,
"Englert, Mason","669438","2023","91.1","2166","-11.8","-17.9","84.3","2175","-0.2","-35","83.6","1990","-13.8","-40","80.5","2389","3.9","-48.2",
"Bieber, Shane","669456","2023","91.3","2242","-9.6","-15.7","84.6","2534","3.1","-37.6","87.2","1660","-14","-28.6","82.5","2239","11.6","-50.1",
"Nelson, Kyle","669459","2023","92","2210","4.6","-16.4","85.4","2687","-5.1","-36.1",,,,,,,,,
"Liberatore, Matthew","669461","2023","94.2","2132","6.9","-14.7","86.6","2654","-3.9","-35.7","87.3","1653","12.4","-25.3","76.6","2876","-10.9","-66",
"Pallante, Andre","669467","2023","96.1","2235","-2.8","-20.6","87.6","2415","4.1","-38.6",,,,,"76.9","2885","5.9","-66.9",
"Barlow, Joe","669618","2023","93.3","2398","-4.7","-12.2","85.9","2367","4.2","-29.7",,,,,"78.6","2467","1.6","-53.2",
"Long, Sam","669674","2023","94","2263","5","-13.6","84.8","2265","-0.9","-37","83.9","1945","12.6","-23.2","77.4","2576","-2.7","-60.7",
"Murphy, Chris","669684","2023","93.9","2277","6.3","-15.7","88","2230","-4.1","-28","84.9","1734","14.2","-29.6","75.8","2518","-14.2","-62.3",
"Weissert, Greg","669711","2023","94.3","2255","-8.6","-17.1",,,,,"84.5","1744","-17.4","-38.6",,,,,
"Wesneski, Hayden","669713","2023","94.3","2146","-6.8","-18.6","84.6","2450","6","-39.9","84.5","1585","-14.6","-35.6",,,,,
"Daniel, Davis","669721","2023","93.4","2169","-5.3","-14.7","82","2276","13.3","-36.5","85.6","1729","-13.6","-28.5","75.5","2353","11","-62.6",
"Hernandez, Jose","669796","2023","94.6","2063","9.1","-14.4","82.9","2099","-0.1","-40.8","88.7","1551","12.7","-23.8",,,,,
"Blanco, Ronel","669854","2023","94.5","2267","-7.3","-12","88","2149","1.9","-26.9","85.5","1431","-13","-30.7","80","2211","10.2","-45.6",
"Snead, Kirby","669912","2023","92.9","2425","14.2","-19.7","81.7","2760","-8.9","-41.3","87.8","2168","17.4","-38.2",,,,,
"Kirby, George","669923","2023","96.1","2209","-8.3","-14.4","86.2","2335","11","-39.2","86.6","1518","-16","-31.3","81.8","2343","9.2","-53.9",
"Scholtens, Jesse","669947","2023","92.8","2058","-2.7","-15.1","85.4","2327","5.7","-35.3","85.4","1356","-8.7","-29.9","74","2210","8.1","-63.2",
"White, Mitch","669952","2023","93.9","2215","-4.9","-14.9","88.4","2281","2.5","-31.6","86.6","1474","-13.5","-29.9","80.3","2338","4.8","-51.6",
"Festa, Matt","670036","2023","91.8","2352","-2.1","-19.1",,,,,,,,,,,,,
"Rosenberg, Kenny","670046","2023","90.7","2174","8.5","-15.5","78.7","2281","-10.6","-47.4","80.6","1545","10","-31.1","77.4","2498","-2.9","-57.3",
"Holderman, Colin","670059","2023",,,,,,,,,"83.9","2400","-3.2","-30.1",,,,,
"Short, Zack","670097","2023",,,,,,,,,,,,,,,,,
"Francis, Bowden","670102","2023","94.4","2467","-7.3","-12.9","85","2593","5.3","-34.4",,,,,"74.3","2611","16.2","-61.2",
"Oller, Adam","670124","2023","93.7","2206","-9.4","-13.1",,,,,"86.7","1605","-14.1","-27.7",,,,,
"Schreiber, John","670167","2023","93.2","2206","-9.1","-22.9","80.9","2614","15.4","-38.2","88.2","1663","-14.2","-39.5",,,,,
"Winckowski, Josh","670174","2023","96","2231","-3","-14.4","85.5","2296","6.8","-40.5","93","1688","-16.5","-28",,,,,
"Acton, Garrett","670183","2023","95.3","2439","-8.5","-10.7","84.6","2341","1.7","-36.8","86.4","2034","-18.5","-28.3",,,,,
"Vines, Darius","670241","2023","89.8","2157","-5.6","-17.1","80.7","2339","0.9","-38.5","81.1","1480","-10.7","-32.9",,,,,
"Bednar, David","670280","2023","96.6","2452","-8.3","-11.7",,,,,,,,,"77.9","2449","8.1","-53.7",
"Garcia, Rico","670329","2023","95.2","2387","-8.6","-11.3",,,,,"85.8","2196","-14","-22.7","82.9","2421","3.1","-54.4",
"McCaughan, Darren","670766","2023","88.3","2024","-7.5","-18.4","80.9","2492","1.3","-34.8","80.4","1336","-14.5","-40.4",,,,,
"Gillaspie, Logan","670810","2023","95.6","2196","-9.2","-13.1","83.8","2278","12.2","-38.1","88.1","1574","-15.3","-29.6","82.7","2280","2.9","-52.1",
"Oviedo, Johan","670912","2023","95.8","2269","-9.8","-19.5","88.2","2469","5.1","-31.7","88.1","1817","-15.4","-27.5","80.9","2388","7.1","-42.6",
"Richards, Trevor","670950","2023","92.8","2271","-7.7","-11.8",,,,,"82.5","2572","-15.5","-36.9",,,,,
"Morejon, Adrian","670970","2023","95.3","2448","3.5","-12.5","86","2661","-4.8","-38.5","89.2","1778","12.4","-23","78.5","2556","-8.8","-58",
"Ramirez, Yohan","670990","2023","97.8","2119","-16.5","-16.9",,,,,"89.7","2030","-16.5","-33",,,,,
"Abbott, Andrew","671096","2023","92.7","2207","7.8","-15.4",,,,,"86.6","2066","14.6","-25.6","80.9","2797","-8.7","-44.8",
"Allen, Logan","671106","2023","91.4","2150","4.1","-16.6","83.5","2222","-6.6","-37","82.7","894","2.3","-37.8",,,,,
"Peralta, Sammy","671111","2023","89.8","2122","13.2","-25.3","81.7","2332","-5.4","-36","81.7","1887","17.1","-43.3",,,,,
"Rutledge, Jackson","671131","2023","95.8","2378","-12.4","-15.2","85.2","2009","0.9","-37","89","1944","-17.7","-30.1","80.2","1945","5.3","-51.8",
"Boyle, Joe","671212","2023","97.8","2425","-4.8","-11","87.9","2582","3.3","-37.8",,,,,"81.5","2372","7.2","-56",
"Foley, Jason","671345","2023",,,,,"88.9","2223","3.6","-32.6","91.5","1626","-15.3","-28.9",,,,,
"Bradley, Taj","671737","2023","96.1","2292","-4.9","-10.9",,,,,"89.3","1440","-9.3","-26.8","79","2409","6.6","-60.9",
"Detmers, Reid","672282","2023","94.3","2095","11","-15.1","88.9","2078","-1.3","-31.8","84.9","1493","12.7","-30","74.7","2414","-11.4","-64.5",
"Perez, Cionel","672335","2023","96.8","2172","6.6","-13.7","83.9","2567","-12.2","-44.3",,,,,"83.5","2771","-10","-53.3",
"Ort, Kaleb","672391","2023","95.8","2300","-9.6","-12.4","84","2476","14","-40.1","90.7","1976","-17.8","-26.4",,,,,
"Hernandez, Carlos","672578","2023","99.1","2437","-9.8","-11.1","88.6","2073","1.5","-31.6",,,,,"84","2359","2.7","-42.8",
"Zerpa, Angel","672582","2023","94.5","2027","9.9","-17.5","86.2","2418","-5.3","-36.2","86.9","1524","12.5","-29.1",,,,,
"Contreras, Roansy","672710","2023","94.3","2353","-5.1","-14.2","83.6","2552","5.8","-39.5","89.4","2040","-15.7","-24","76.8","2628","10.1","-60.2",
"Patino, Luis","672715","2023","95","2261","-5.9","-13","86.3","2374","6.7","-34.1","85","1766","-14.7","-28.9","79.8","2282","3.7","-45.2",
"Then, Juan","672730","2023","94.7","2278","-13.8","-18.8","86.8","2351","2.7","-30.3","88.8","2004","-18.7","-32.2",,,,,
"Adon, Joan","672851","2023","94.5","2220","-9.2","-16.9","87.3","2144","3.3","-29.7","88.1","2022","-15.9","-30.7","80.8","2414","6.6","-49.2",
"Senga, Kodai","673540","2023","95.6","2283","-8","-13.5","84.6","2479","1.6","-36.6",,,,,"72.7","2492","3.5","-63.5",
"Bradford, Cody","674003","2023","90.4","2122","7.7","-14.8","86.3","2027","-1","-31","82.1","1901","15.1","-28.8","81.9","2041","-5.6","-38.9",
"Henry, Tommy","674072","2023","90.7","2143","6.1","-18.6","83.1","2123","-5.3","-33.7","84","1468","13.6","-36.8","79.1","2321","-9","-52.6",
"Salazar, Eduardo","674285","2023","93.5","2176","-13.6","-18.8","86.1","1989","3.6","-36.4","86.8","1813","-16","-31.7",,,,,
"Bido, Osvaldo","674370","2023","94.7","2385","-9.2","-14.6","84.5","2158","7.6","-35.7","89.1","2113","-15.9","-24.5",,,,,
"Cruz, Steven","674444","2023","97.7","2175","-10.6","-14.6","89.4","2161","5.4","-28",,,,,,,,,
"Curry, Xzavion","675540","2023","92.5","2101","-2.7","-13.6","85.1","2430","5.9","-36.1","87.7","1417","-11.5","-26.1","75.1","2477","9.5","-60.7",
"Grove, Michael","675627","2023","94.7","2223","-6.4","-14.2","85.5","2319","3.3","-37.6","88","1490","-13.6","-24.1","78.3","2520","8.6","-58.2",
"Strider, Spencer","675911","2023","97.2","2362","-6.1","-10.6","85.6","2345","5.6","-35.9","87","2257","-14.5","-23.7",,,,,
"Karinchak, James","675916","2023","94.8","2257","-3.8","-11.2",,,,,,,,,"82.8","2318","-1.5","-46.9",
"Bolton, Cody","675989","2023","95.2","2356","-5.9","-16.1",,,,,"91.7","1984","-14.1","-32.9",,,,,
"Junk, Janson","676083","2023","92.6","2283","-4.2","-13.8",,,,,"84.6","1315","-8.3","-33.4","82.2","2451","5.6","-53.2",
"Snider, Collin","676092","2023","94.8","2488","-7.1","-22.3","84.8","2780","8.1","-39.7","90.2","2355","-12.9","-34.1",,,,,
"Hancock, Emerson","676106","2023","92.5","2343","-14.8","-19.4","86.7","2180","2.1","-30.5","84.5","1798","-16.2","-38.4",,,,,
"Butto, Jose","676130","2023","93.8","2382","-5.8","-15.5","86.2","2577","2.6","-33","85.5","1714","-10.4","-34.7","79.9","2451","3.1","-50.9",
"Tarnok, Freddy","676206","2023","95.2","2459","-4.1","-11.6","86.3","2317","2.6","-35","85.8","1763","-12","-25.7","79.8","2396","3.2","-55.7",
"Walker, Ryan","676254","2023",,,,,"83.2","2545","14.6","-38.2",,,,,"72.7","1780","12.2","-48.4",
"Abbott, Cory","676265","2023","92.3","2317","-9.8","-15.4","87","2165","-8.9","-31.6",,,,,"84.7","2369","3","-45.4",
"Miller, Bobby","676272","2023","99.1","2342","-8.4","-11.2","89.9","2509","4.7","-32.7","88.2","2290","-17.4","-26.3","80.6","2812","9.4","-56.2",
"Garcia, Robert","676395","2023","94.3","2219","8.3","-16.5","83.9","2333","-5.3","-39.2","88.1","1703","14.6","-34.3",,,,,
"Bibee, Tanner","676440","2023","94.9","2301","-4.5","-13.9","84.7","2794","10.4","-39.1","83.8","2048","-13.4","-25.6","78.4","2720","10.3","-56.5",
"Whitlock, Garrett","676477","2023","94.9","2042","-10.1","-16.2",,,,,"82.7","2129","-17","-36.4",,,,,
"Faucher, Calvin","676534","2023",,,,,,,,,,,,,"84.7","2871","7.1","-52",
"Fleming, Josh","676596","2023","91.5","1770","9.9","-22.3",,,,,"82.9","1663","14.1","-42.3","76.5","2265","-14.7","-46.1",
"Sears, JP","676664","2023","93.1","2135","11.2","-16.9","82.1","2450","-1.5","-33.3","84.1","1716","16.7","-35.4",,,,,
"Cosgrove, Tom","676680","2023","92","2341","9.1","-21","76.2","2672","-19.4","-42.9","85","1579","14.2","-39.9",,,,,
"Vest, Will","676684","2023","95.3","2136","-9.7","-14.8","86.1","2283","6.6","-38.6","87.3","1611","-15.4","-31.9",,,,,
"Stratton, Hunter","676702","2023","95.9","2576","-0.3","-16.2","84.6","2759","10.9","-34.2",,,,,,,,,
"Crawford, Kutter","676710","2023","93.6","2488","-9.5","-12.4","82.8","2296","6.4","-35.3",,,,,"79.4","2236","7.9","-56.6",
