"last_name, first_name","player_id","year","ff_avg_speed","ff_avg_spin","ff_avg_break_x","ff_avg_break_z","sl_avg_speed","sl_avg_spin","sl_avg_break_x","sl_avg_break_z","ch_avg_speed","ch_avg_spin","ch_avg_break_x","ch_avg_break_z","cu_avg_speed","cu_avg_spin","cu_avg_break_x","cu_avg_break_z",""
"Diaz, Miguel","622766","2023","95.1","2303","-8","-14.4","84.6","2399","7.1","-36.6","88.7","1833","-17.1","-32.9",,,,,
"Cordero, Jimmy","622772","2023","98.7","2165","-7.3","-8.9","86.8","2379","7.2","-36.7","90.7","1775","-15","-24.5",,,,,
"Perdomo, Angel","622780","2023","94","2442","3.6","-13.6","83.9","2576","-6.2","-34.1","90.6","2157","15.6","-24.2",,,,,
"Sewald, Paul","623149","2023","92.2","2514","-10.5","-18.6",,,,,,,,,,,,,
"Flexen, Chris","623167","2023","91.9","2116","-0.3","-15.8","81.5","2537","3","-46","81","1300","-11","-32.9","71.7","2471","7.2","-65.8",
"Brazoban, Huascar","623211","2023","96.6","2219","-10.4","-15.4",,,,,"89.3","1839","-15.5","-33",,,,,
"Hader, Josh","623352","2023",,,,,"85.7","2388","-2","-35.8","88.5","1641","13.5","-25.9",,,,,
"Anderson, Nick","623433","2023","94.2","2097","-5.6","-14.1",,,,,,,,,"80.7","1933","2.4","-44.7",
"Topa, Justin","623437","2023",,,,,"82.8","2571","14","-37.3","86.8","2058","-17.9","-37.9",,,,,
"Stephens, Jackson","623451","2023","93.5","2063","-7","-17.7",,,,,"84.9","1643","-13.2","-35.8","75","2933","15","-59.4",
"Phillips, Evan","623465","2023","96.4","2354","-10.8","-14.8",,,,,,,,,,,,,
"Herget, Jimmy","623474","2023","92.6","2356","-15.2","-23.4","85.2","2612","1.8","-32.8","85.7","1490","-8.8","-39.3","77.2","2843","16.8","-41.1",
"Suarez, Ranger","624133","2023","93.4","1976","6.8","-18.5","83.9","2082","-4.9","-37.9","82.9","1447","13.7","-34.9","75.8","2175","-11.3","-58.2",
"Thompson, Keegan","624522","2023","93.7","2473","-4.3","-13.6",,,,,"89.8","1522","-11.9","-28.9","81.9","2693","7","-55",
"Gonzalez, Victor","624647","2023",,,,,"86.1","2339","-1.1","-34.8","87.1","1839","14.4","-33.5",,,,,
"Lopez, Reynaldo","625643","2023","98.2","2189","-8.9","-11.9","87.9","2364","5.8","-34","88.5","1687","-12.6","-24.4","80.6","2390","5.5","-46.8",
"Maeda, Kenta","628317","2023","91","2272","-6.8","-17.9","81.6","2593","7.5","-38.4",,,,,"76.4","2738","10.7","-61.2",
"Iglesias, Raisel","628452","2023","95","2301","-7.9","-15.3","84.6","2681","8.9","-33.2","89.4","1931","-15.1","-29.9",,,,,
"Marte, Yunior","628708","2023","98.4","2351","-12.5","-15.9","86.9","2626","4.6","-33.6",,,,,,,,,
"Urias, Julio","628711","2023","92.7","2444","3.9","-14.9",,,,,"86.1","1859","14.7","-30.9",,,,,
"Chirinos, Yonny","630023","2023","92.9","2140","-11.3","-17.8","88.8","2225","0.8","-27.8",,,,,,,,,
"Crowe, Wil","640444","2023","93.6","2541","-0.9","-15.4","87.9","2740","4.8","-32.4","85.9","1602","-9.5","-31.6",,,,,
"Finnegan, Kyle","640448","2023","97.3","2036","-11.1","-13.9","89.5","2183","2.7","-26.6",,,,,,,,,
"Harvey, Hunter","640451","2023","98.3","2078","-7.6","-11.5","86.6","2354","2.6","-36.1",,,,,"83.1","2052","7.3","-51.3",
"Krook, Matt","640454","2023",,,,,,,,,"82.8","1690","12","-37.1",,,,,
"Manaea, Sean","640455","2023","93.6","2038","15","-20.6","83.9","2069","-2.1","-36.7","86.6","1484","12.9","-31",,,,,
"Puk, A.J.","640462","2023","95.8","2191","12.1","-17.1",,,,,"87.3","1132","10.5","-32.7",,,,,
"Alzolay, Adbert","640470","2023","95.3","2346","-8.8","-13.5","87.5","2554","6","-32.2","87.9","1665","-12.5","-28.6",,,,,
"Parsons, Wes","641149","2023",,,,,,,,,,,,,,,,,
"Lopez, Pablo","641154","2023","94.9","2262","-5","-16",,,,,"88.4","2067","-16.5","-29.2","82.5","2655","9","-50.6",
"Alexander, Tyler","641302","2023","89.9","2330","7.8","-15.7","81.3","2328","-5.4","-42.5","82.8","1505","13.5","-32.2",,,,,
"Baker, Bryan","641329","2023","95.7","2327","-2.8","-11.5","85.8","2270","7.1","-33.9","79.8","1730","-13.5","-32",,,,,
"Bickford, Phil","641360","2023","93.7","2353","-5.7","-15.4","83.9","2295","6.5","-37.4","87.5","1462","-4.3","-28.8",,,,,
"Brogdon, Connor","641401","2023","94.7","2265","-11","-14.6",,,,,"83.2","2108","-17","-33.7",,,,,
"Busenitz, Alan","641427","2023","95","2405","-8.4","-15.4",,,,,"91.5","2107","-14.8","-23.7","83.6","2717","4","-48.5",
"Cortes Jr., Nestor","641482","2023","91.6","2273","4","-13.3","81.7","2493","-6.3","-42.6","83.4","1404","14.5","-35.1",,,,,
"Dunning, Dane","641540","2023","90.5","2135","-6.1","-21.7","82.1","2361","3","-42","85.7","1775","-16.9","-32.4","77.7","2173","10.5","-60.6",
"France, J.P.","641585","2023","93","2426","-1.5","-16.1",,,,,"81.8","1867","-15.1","-31.1","76","2533","9.9","-66.3",
"Gott, Trevor","641627","2023","93.3","2143","-8.7","-16.7",,,,,"87","1330","-14.8","-33.3","80.7","1926","9.8","-51.8",
"Hamilton, Ian","641656","2023","96.2","2307","-8.7","-14.1","88.1","1512","1.1","-32.1",,,,,,,,,
"Hatch, Thomas","641672","2023","94.7","2560","-5.7","-13.7",,,,,"85.5","1966","-5.1","-33",,,,,
"Honeywell Jr., Brent","641703","2023","94.8","2157","-6.5","-14.5","91.8","2419","2.7","-27.1","87.3","1713","-13.1","-30.4",,,,,
"Hudson, Dakota","641712","2023","91","2167","-3.1","-23.4","85.1","2545","1.3","-36.4","84.5","1666","-13.1","-33.2","81.3","2449","8.2","-45.5",
"Jimenez, Joe","641729","2023","95.3","2431","-9","-12.3","84.3","2177","5.3","-38.4","89.8","2170","-15.9","-25.5",,,,,
"Kay, Anthony","641743","2023","94.6","2463","7","-15.7","88.4","2602","-3.5","-33.5","86.8","1735","13.2","-31.8",,,,,
"Keller, Brad","641745","2023","93.3","2313","2.1","-19.2","84.3","2535","11.4","-40","90.8","1674","-9.4","-29.1","85.1","2519","4.4","-44.8",
"Kinley, Tyler","641755","2023","96.5","2296","-4.8","-14.1","91.1","2536","-0.9","-26.5","88","2079","-10.7","-24.6",,,,,
"Kuhl, Chad","641771","2023","92.2","2185","-7.8","-16.8","85.5","2559","4.5","-37.2","87","1593","-13.8","-28.4","78.7","2783","9.9","-55.2",
"Lauer, Eric","641778","2023","90.8","2184","10","-16.4","82.6","2260","-3.7","-38.4","82.8","1498","13","-27.1","75.3","2341","-6.5","-55.5",
"Littell, Zack","641793","2023","94.1","2069","-8.3","-13.6","88.7","2212","0.8","-27",,,,,,,,,
"Mahle, Tyler","641816","2023","92.6","2354","-10.2","-13.3","83.8","2408","8.9","-40.4",,,,,,,,,
"Mayza, Tim","641835","2023",,,,,"86.2","2287","-1.4","-38",,,,,,,,,
"Middleton, Keynan","641871","2023","95.5","2392","-8.1","-13.3","85.8","2405","3.4","-33.9","87.7","1873","-14.1","-29",,,,,
"Ober, Bailey","641927","2023","91.3","2313","-7.5","-16.2","81","2105","11.5","-39.7","83.7","2084","-17.2","-33.7","77.5","2182","8.8","-54.9",
"Pagan, Emilio","641941","2023","95.8","2545","-7.2","-12",,,,,,,,,"81.4","2571","5.3","-50.6",
"Saucedo, Tayler","642048","2023","92.9","2446","10.9","-16.7","82.6","2355","-7.6","-38.9","86","2203","18.2","-34.6","77.2","2441","-11.8","-54.9",
"Speier, Gabe","642100","2023","95.1","2256","9.8","-15","84.4","2130","-3.2","-39.5","88.4","1421","13.9","-32.1",,,,,
"Williams, Devin","642207","2023","94.2","2322","-10.8","-14.2",,,,,"83.8","2683","-19.8","-41.3",,,,,
"Winans, Allan","642216","2023","90","2173","-9.9","-19.9","78.8","2595","13.6","-47.8","82.9","1846","-14.7","-37.6",,,,,
"Yacabonis, Jimmy","642231","2023",,,,,,,,,"85.7","1741","-17.3","-35.8",,,,,
"Yarbrough, Ryan","642232","2023",,,,,,,,,"78.5","1928","15.8","-39.2","71.9","2162","-14","-47.7",
"Zastryzny, Rob","642239","2023","93","2443","4.1","-15.3",,,,,"81.5","2019","16.2","-34.2","82.2","2324","-10.7","-36.7",
"Soto, Gregory","642397","2023","98.8","2326","10.9","-13.9","87.9","2399","-1.9","-31.9","92.2","2041","16.8","-24.4",,,,,
"Loaisiga, Jonathan","642528","2023","97.9","2400","-10.2","-13.1",,,,,"90.3","1908","-17.6","-24.1","86.2","2624","11.8","-33.2",
"Barria, Jaime","642545","2023","93","2266","-2.5","-14","85.9","2161","3.9","-32","84.6","1536","-14.1","-28.5",,,,,
"Hernandez, Jonathan","642546","2023",,,,,"87.3","2467","4.5","-34.6","90","2157","-19.2","-28.9",,,,,
"Peralta, Freddy","642547","2023","94.4","2414","-6.9","-15.3","82.4","2342","7.4","-37.4","88.6","1707","-14.2","-30.2","77","2177","4.2","-51.7",
"Bautista, Felix","642585","2023","99.5","2421","-6.8","-7.2","86.7","2414","5.5","-35.9",,,,,,,,,
"Santana, Dennis","642701","2023","95.2","2476","-13.4","-14.1","85","2568","4.3","-36.4","88","1957","-17.2","-26.6",,,,,
"Acevedo, Domingo","642758","2023","92.8","2033","-14.2","-18.1","84.7","2125","-4.7","-32.3","86.4","1855","-19.1","-29.6",,,,,
"Guerra, Javy","642770","2023","97.8","2298","-9.5","-12.8","88.7","2352","2.1","-28.1",,,,,,,,,
"Cimber, Adam","643256","2023","85.2","2159","-11.2","-33.1","74.8","2511","10","-36.8",,,,,,,,,
"Green, Chad","643338","2023","95.5","2464","-6.4","-12.1",,,,,"87.9","1552","-11.6","-22","85.5","2430","4.4","-37.1",
"Herget, Kevin","643361","2023","92.2","2143","-6.6","-15.7",,,,,"83.3","2016","-14.8","-28","76.1","2152","3.7","-62.5",
"Jax, Griffin","643377","2023","96.5","2381","-6.4","-13.3",,,,,"91.1","1747","-14.3","-28.2",,,,,
"Leiter Jr., Mark","643410","2023","91.2","1998","-6.6","-16.4",,,,,,,,,"73.4","2293","8.6","-68.3",
"Pruitt, Austin","643493","2023","91.7","2318","-3.6","-17.8","87.7","2586","6","-32.9","87.1","1633","-12.6","-28.3","81.2","2842","7.7","-52.1",
"Rogers, Tyler","643511","2023","82.5","1996","-6.2","-48.8","72.9","2330","10.2","-36.2",,,,,,,,,
"Alcantara, Sandy","645261","2023","98","2254","-11.9","-15.1","89.9","2367","0.5","-29.8","91.1","1968","-16.3","-29.3","86.1","2462","3.4","-39.6",
"De Jesus, Enmanuel","646241","2023","93.4","2223","9.6","-16","79.4","2531","-4.3","-48.1","86.5","2062","17.5","-30.9",,,,,
"Diaz, Jhonathan","646242","2023","90.8","2137","9.3","-20.6","80.6","2621","-12","-39","81.9","1768","13.7","-38.1","76.7","2834","-11.3","-59.9",
"Pop, Zach","647315","2023",,,,,"85.6","2446","4.9","-40.2",,,,,,,,,
"Soroka, Michael","647336","2023","93.2","2400","-6.3","-16.8","83.1","2742","5","-42.5","82","2265","-15.7","-27",,,,,
"Mejia, J.C.","650496","2023","95.2","2246","-12.9","-20.6","85.3","2538","7.5","-35.3",,,,,,,,,
"Abreu, Bryan","650556","2023","97.6","2388","-7.5","-12.6","87.4","2916","9.1","-39.5",,,,,"81.1","2681","5.4","-45.9",
"King, Michael","650633","2023","94.7","2395","-6.4","-14.8",,,,,"87.2","2129","-17.4","-28.7",,,,,
"Civale, Aaron","650644","2023","91.8","2384","-5","-14.1","82.4","2868","11.7","-38.5",,,,,"78.1","2985","10.9","-61.3",
"Quijada, Jose","650671","2023","94.4","2205","5.7","-14.8","84.3","2394","-5.6","-37.8","87.6","1601","16.4","-31.1",,,,,
"Cabrera, Genesis","650893","2023","96","2258","8.7","-12.8",,,,,"88.8","1674","14.1","-25.3","79.6","2313","-8.7","-50.1",
"Castillo, Diego","650895","2023","93.8","1855","-12.1","-21.3","86.5","2259","0.5","-31.1","88.2","1468","-12.1","-28",,,,,
"Sanchez, Cristopher","650911","2023",,,,,"82.7","2048","-1","-43.5","81.8","1887","17.3","-42.7",,,,,
"Duarte, Daniel","650960","2023","95.6","2313","-8.1","-13.9","83.5","2781","14.5","-35.4","90.1","1889","-15.6","-28",,,,,
"Abreu, Albert","656061","2023","96.7","2093","-9.2","-13.1","87.7","2196","3.2","-30.6","88.3","2006","-16.8","-25.2",,,,,
"Beeks, Jalen","656222","2023","94.3","2061","5.9","-15","81.6","2310","-2","-44.4","89.6","1924","17.3","-26.5",,,,,
"Bielak, Brandon","656232","2023","92.1","2415","-3.9","-18.7","82","2383","12.1","-46.2","87.1","1877","-15","-31","79.5","2393","5.8","-58.9",
"Bird, Jake","656234","2023",,,,,"86.1","2529","6.5","-34.6","87.3","1997","-10.4","-32.5","81.7","2861","15.4","-49",
"Brigham, Jeff","656257","2023","93.5","2419","-9.6","-13.3",,,,,,,,,,,,,
"Bukauskas, J.B.","656266","2023","94.2","2201","-9.9","-24.9","84.9","2509","3.7","-40.4","88.5","1622","-14.5","-35.9",,,,,
"Burke, Brock","656271","2023","94.7","2251","7.5","-14.6","87.3","2135","0","-31.3","88.1","2049","15.5","-28.3",,,,,
"Canning, Griffin","656288","2023","94.7","2139","-7.4","-14.8","88.4","2728","0.1","-38.3","90.2","1810","-16.3","-29.3","81.8","2406","12","-48.3",
"Carlton, Drew","656290","2023","92.2","2121","-13","-19","82.6","2419","6.4","-39.2","84.9","1957","-16.5","-31.6",,,,,
"Cease, Dylan","656302","2023","95.6","2519","-3.2","-11.2","86.3","2795","2.5","-34.7","74.6","1678","-7","-33.3","80.2","2641","3.6","-58.5",
"Coonrod, Sam","656322","2023","95.8","2250","-8.8","-14.5",,,,,"88.1","1449","-14.3","-34.6",,,,,
"Davidson, Tucker","656353","2023","91.4","1970","2.3","-15.7","84.8","2260","-6.4","-39.2",,,,,,,,,
"Doyle, Tommy","656382","2023","94","2052","-5.1","-17.8","86.9","2232","-0.3","-33.4",,,,,,,,,
"Faedo, Alex","656412","2023","92.9","2417","-9.9","-15.7","82.3","2610","3.2","-41","85.9","1901","-16.8","-30.6",,,,,
"Flaherty, Jack","656427","2023","93.1","2306","-2.3","-17.9","84.2","2464","7.2","-37.4","85.3","1624","-11.9","-31.7","76.2","2495","14.2","-56.6",
"Gilbert, Tyler","656457","2023","92.5","2102","8.7","-18.9",,,,,,,,,"80.4","2659","-5.5","-53.6",
"Ginkel, Kevin","656464","2023","95.7","2396","-9.7","-15.2","86.7","2410","3.3","-38.5",,,,,,,,,
"Hentges, Sam","656529","2023","95.6","2104","6.1","-15.9","87.8","2229","-3.3","-32.9",,,,,"79.9","2381","-6.8","-57.5",
"Hoffman, Jeff","656546","2023","97.1","2585","-12","-12.3","87.8","2784","4.7","-37.2",,,,,,,,,
"Houck, Tanner","656557","2023","93.9","2206","-8.3","-22.1","83.9","2593","11.2","-41.5",,,,,,,,,
"Jackson, Andre","656578","2023","94.9","2268","-8.9","-13.3","87.1","2295","3.8","-31.5","86.9","1766","-13.6","-28.6","81.5","2230","6.5","-57.2",
"Keller, Mitch","656605","2023","95.2","2377","-9","-15.2",,,,,"90.7","1645","-15.5","-29.8","78","2604","12.5","-59.9",
"Kopech, Michael","656629","2023","95.2","2501","-9","-13.1","84.8","2340","5.4","-38","88.7","1794","-14.6","-27.2","80.6","2387","6.4","-49.4",
"Lange, Alex","656638","2023","96","2234","-8","-16",,,,,"89.5","1624","-15.4","-31.5","87","2237","-0.6","-39.8",
"Logue, Zach","656657","2023","91.1","1948","10.3","-21.7",,,,,"84","1878","13.6","-37.4","79.8","2326","-4.1","-41.1",
"Megill, Trevor","656730","2023","99.1","2537","-5.1","-9.9","88.6","2848","2.6","-39.3",,,,,"85.8","2810","6","-47.2",
"Megill, Tylor","656731","2023","94.9","2126","-7.8","-15.7","84.4","2225","4.2","-40.2","87.9","1607","-14.4","-29.2","77.2","2316","8","-60",
"Montgomery, Jordan","656756","2023","93.3","2343","6.1","-15.6",,,,,"83.5","1675","9.2","-26.3","80.5","2356","-3","-48.7",
"Mushinski, Parker","656786","2023","93.1","2405","1.8","-16.8","80.9","2606","-16.6","-41.5",,,,,"81.7","2686","-10","-54.4",
"Newcomb, Sean","656794","2023","93.4","2292","7.2","-15.6",,,,,"84.6","1387","8.9","-34.4","80.6","2796","-15.3","-53.2",
"Ortiz, Luis","656814","2023","95.1","2035","-11.1","-18.5","86.1","2488","2.2","-36.4","87.3","1777","-17.2","-33.3","79.6","2818","13.8","-55",
"Overton, Connor","656818","2023","91.1","2049","-12.1","-19.9","81.7","2366","1.2","-42.2","84.5","1802","-17.2","-33",,,,,
"Peterson, David","656849","2023","92.7","2129","6.4","-17.7","85.3","2387","-2.4","-37.7","85.3","1600","15.5","-31.2","78.6","2365","-5","-52.6",
"Rasmussen, Drew","656876","2023","95.7","2517","-0.1","-12.4",,,,,,,,,"80","2714","4.6","-58.8",
"Reid-Foley, Sean","656887","2023","96.1","2273","-7.3","-12.2","85.7","2171","4.7","-37.8","88.8","1377","-9","-32.2",,,,,
"Scott, Tanner","656945","2023","96.8","2598","4","-13.6","89.4","2733","-6.5","-34.8",,,,,,,,,
"Smeltzer, Devin","656970","2023","89","2195","11.6","-19.5",,,,,"82.5","1517","12.9","-38.9","74.6","2555","-13.5","-61",
"Solomon, Peter","656981","2023","93.2","2236","-3.1","-15.7","85","2297","4","-36.9","84.3","2062","-10.2","-25.5","80","1935","2.3","-59.2",
"Sousa, Bennett","656986","2023","94.6","2158","4.1","-13.3","86.7","2172","-1.2","-33.6",,,,,,,,,
"Steele, Justin","657006","2023","91.8","2402","-1.3","-21.5","83.3","2658","-14.1","-39.9","87.5","1745","11","-28.2","80.7","2681","-10.6","-52.2",
"Swanson, Erik","657024","2023","93.7","2266","-10.4","-13.7","86.6","2195","5.1","-26.7",,,,,,,,,
"Taylor, Josh","657031","2023","92.8","2210","-0.1","-17.8","85.2","2273","-6.3","-36.3",,,,,"78.4","2058","-5.7","-48.5",
"Thompson, Ryan","657044","2023","91.3","2090","-9.4","-28","78.2","2163","17.2","-38.2","82.6",,"-4.9","-34.3",,,,,
"Toussaint, Touki","657053","2023","93.6","2224","-9.2","-17.8","86.6","2259","5.1","-34.5",,,,,"76.1","2439","12.3","-60.6",
"Webb, Jacob","657097","2023","94.9","2479","-8.1","-13",,,,,"85.9","2166","-17.4","-26.9",,,,,
"Wright, Kyle","657140","2023","93.3","2341","-8.9","-21","87.1","2381","0.9","-29.2","88.3","1496","-13.6","-34.1","84","2546","5.9","-46.6",
"Merryweather, Julian","657240","2023","98.1","2342","-6.3","-11.9","87.1","2347","0.8","-38.8","81.5","1352","-11.4","-31.4",,,,,
"Otto Jr., Glenn","657248","2023","93.7","2334","-2.8","-14.2",,,,,,,,,"80.1","2421","5.4","-52.6",
"Strzelecki, Peter","657265","2023","92","2410","-9.1","-18.6","80.9","2969","17.9","-38.8","83.8","1676","-16.8","-40.8",,,,,
"Webb, Logan","657277","2023","92.6","1980","-9.8","-21.7","84.3","2559","12.3","-38","87.5","1476","-11.3","-40",,,,,
"Schmidt, Clarke","657376","2023",,,,,,,,,"89.5","2149","-8.5","-31.3","83.7","2930","16","-46.8",
"Gage, Matt","657424","2023","94","2134","-0.5","-14.4","80.7","2283","-9.5","-45.7",,,,,,,,,
"Baumann, Mike","657508","2023","96.4","2232","-8.1","-12.2","91.7","2265","1.3","-25.6","88.7","2021","-15.7","-24.7","87.4","2366","1.6","-43.5",
"Bernardino, Brennan","657514","2023",,,,,,,,,"82.4","1670","15.6","-37","77.6","2616","-16.8","-47.4",
"Ferguson, Caleb","657571","2023","95.8","2304","6.6","-14.9",,,,,,,,,,,,,
"Garrett, Reed","657585","2023","96.3","2304","-7.2","-13.6","90.8","2415","4.2","-27.2",,,,,"84.9","2553","4","-45.3",
"Hill, Tim","657612","2023","90.6","2197","17.7","-30.1","83.3","1985","3.7","-36.5",,,,,,,,,
"Ryan, Joe","657746","2023","92.3","2216","-10.3","-17.6","83.2","2323","4.7","-36.1",,,,,,,,,
"Seabold, Connor","657756","2023","92.6","2096","-9.4","-18.6","85.3","2403","2.4","-34.1","80.6","1895","-13.2","-39.4","78.7","2589","4.6","-51.3",
"Avila, Pedro","658648","2023","94","2234","-5.6","-17",,,,,"83.8","1645","-2.7","-35.5","77.5","2691","9.4","-60.2",
"Lamet, Dinelson","659275","2023","94.7","2473","-5.4","-17.9","85.9","2582","0.8","-34.4","90.4","1732","-11.4","-24.4",,,,,
"Fujinami, Shintaro","660261","2023","98.4","2014","-11","-14.2","84.6","2059","2","-41.3",,,,,"75.7","2152","10","-56.3",
"Ohtani, Shohei","660271","2023","96.8","2260","-4.1","-15.1","85.5","2593","7.3","-45.8",,,,,"75.7","2459","11.8","-62.5",
"Reyes, Denyi","660593","2023","91.8","2164","-7.8","-16.5","78.5","2217","12.2","-43","84.8","1336","-13.7","-32.2",,,,,
"Suarez, Jose","660761","2023","92.3","2286","9.7","-15.7","84.8","2594","-5.3","-32.6","82","1584","13","-34.8","77.1","2751","-10.7","-52.9",
"De Los Santos, Yerry","660787","2023",,,,,"86.4","2144","3.5","-33.2","89.3","1597","-13.6","-29",,,,,
"Graterol, Brusdar","660813","2023","98.3","2065","-7.7","-15.1","88.7","2546","5","-35.1",,,,,,,,,
"Bazardo, Eduard","660825","2023","94.3","2028","-5.6","-14.8","82.6","2591","16.5","-41.9",,,,,,,,,
"De Los Santos, Enyel","660853","2023","95.6","2266","-11.5","-16.8","84.1","2187","2.3","-38.1","87.8","1895","-17","-28.3",,,,,
"Alcala, Jorge","660896","2023","96","2428","-9.7","-13.1","88","2511","3","-30.7","88.8","2193","-15.9","-24.2",,,,,
"Perez, Francisco","660906","2023","92.3","2109","6.2","-15","81.6","2467","-4.4","-41.7","86.8","1807","12.3","-24","76.1","2502","-6.5","-56.1",
"Martinez, Adrian","661309","2023",,,,,"83.2","1950","1.7","-37.9","82.7","2287","-13.6","-44.5",,,,,
"Ortega, Oliver","661383","2023","95.3","2321","-9","-17.4","84.3","2391","5.8","-33.1",,,,,"82.3","2435","5.5","-47.6",
"Duran, Jhoan","661395","2023","101.8","2098","-10.7","-12.7",,,,,,,,,"87.7","2697","3.7","-44.4",
"Clase, Emmanuel","661403","2023","98.5","2540","-5.6","-15.7","91.1","2586","7.9","-31.4",,,,,,,,,
"Llovera, Mauricio","661440","2023",,,,,"82.7","2555","15.3","-38.8",,,,,,,,,
"Martinez, Seth","661527","2023","91.1","2164","-9.4","-20.2",,,,,"86.2","1653","-15.4","-36.8",,,,,
"Munoz, Andres","662253","2023","99.2","2294","-11.6","-15.7","88.4","2259","4.1","-30",,,,,,,,,
"Suarez, Robert","663158","2023","97.7","2359","-7.3","-11.3","86.7","2065","4.1","-34.4","89.7","1816","-16.5","-26.2",,,,,
"Waldron, Matt","663362","2023","91.3","2047","-7.5","-17.6","79.8","2301","15.4","-39.4",,,,,,,,,
"Feltner, Ryan","663372","2023","94.8","2284","-7.2","-15.9","88.6","2363","3","-28.7","84","1583","-6.7","-34","79.7","2578","10.5","-48.6",
"Smith, Chad","663385","2023",,,,,"85.2","2187","1.6","-35.7","88.8","1609","-17.3","-28.7",,,,,
"Thornton, Trent","663423","2023","94.1","2425","-2.7","-14.5","87.7","2837","4.7","-33.7",,,,,"80.2","3079","9.6","-58.4",
"Bubic, Kris","663460","2023","91.7","2176","6","-16.8","83.6","2109","-6.8","-39.5","82.2","1866","14.8","-36","80.9","2483","-7.7","-48.7",
"Campbell, Isaiah","663462","2023","95","2442","-4.3","-13.1","86.5","2728","5.4","-35.5",,,,,,,,,
"Allard, Kolby","663465","2023","90.5","2038","6.3","-16.8",,,,,"82.6","1565","12","-29.2","72.6","2027","-7","-67.1",
"McKenzie, Triston","663474","2023","92.4","2254","-3.3","-12.2","85.2","2188","5","-31.9",,,,,"78.8","2216","7.4","-50.5",
"Sands, Cole","663485","2023","93.8","2345","-11.4","-17.2",,,,,,,,,"80.4","2925","16.4","-48.4",
"Hudson, Bryan","663542","2023","92","2262","5.2","-19.8","79.4","2064","-14.7","-50.7",,,,,,,,,
"Hjelle, Sean","663546","2023",,,,,,,,,"89.7","1780","-15.4","-32.1","85.6","1894","1.9","-40.3",
"McClanahan, Shane","663556","2023","96.8","2242","9.9","-11.8","89.3","2256","-2.8","-30.2","86.9","1604","16.2","-29.8","83.5","2532","-3.8","-47.7",
"Moran, Jovani","663558","2023","93.3","2268","3.6","-14","81.8","2602","-8.7","-37.4","83.2","1692","13.7","-31.3",,,,,
"Falter, Bailey","663559","2023","90.7","2029","1.4","-15.1","84.4","1926","-3","-31.4","84.8","1490","7.1","-23.2","76.5","1993","-6","-54",
"Davis, Noah","663562","2023","91","2320","-8.1","-22.4","83.8","2217","4.7","-33","84.7","1881","-15.9","-34.1","78.4","2724","14.4","-52.9",
"Lambert, Peter","663567","2023","93.2","2213","-8.3","-15.7","88.1","2277","3.4","-29.2","86.3","1509","-11.9","-31","78","2087","6.5","-59.1",
"Irvin, Jake","663623","2023","94.5","2333","-10.5","-15.6",,,,,"87.7","2211","-15.8","-28.5","80.9","2407","12.5","-47",
"Ward, Thaddeus","663658","2023","93.5","2090","-9.6","-16.6",,,,,"88.1","1619","-16.4","-28.3",,,,,
"Harris, Hogan","663687","2023","92.6","2266","10.1","-15.6",,,,,"80.1","1965","16.8","-34.4","76.3","2482","-10.6","-58.7",
"McArthur, James","663704","2023","92.8","2302","-8.4","-21.8","86.4","2268","1.7","-37.7",,,,,"82.2","2860","15.1","-51.9",
"Lynch IV, Daniel","663738","2023","92.6","2151","4.8","-15.5","87.6","2191","-2.1","-29.4","84.1","1632","12","-29.8","80.7","2193","-7.4","-42.8",
"Morris, Cody","663752","2023","95.2","2438","-7","-13.5",,,,,"82.8","1602","-10.7","-29.7","79.4","2418","7.4","-59",
"Knehr, Reiss","663753","2023","93.6","2247","-7","-16.3","80.6","2233","14","-46.6","88.3","1770","-16.4","-30.3",,,,,
"Woodford, Jake","663765","2023","92.4","2189","-5.7","-18.5","82.9","2494","7.3","-34.3","86.2","1309","-12.1","-31","76.3","2418","10.9","-61.6",
"Hoeing, Bryan","663773","2023","93.9","2059","-12.4","-19.6","83.2","2260","3.1","-44","85.9","1298","-13.7","-30.9",,,,,
"Sandoval, Patrick","663776","2023","93","1989","4.4","-14.8","87","2464","-6.2","-32.5","83","1780","14.2","-29.5","76.5","2722","-8.6","-60",
"Kowar, Jackson","663804","2023","96.9","2017","-10.9","-14.5","86","2185","2","-38","86.6","2387","-16.5","-32.9",,,,,
"Hicks, Jordan","663855","2023","100.3","2362","-6.4","-11.3","87.1","2477","4.4","-38.3","91.4","980","-10.1","-33.7",,,,,
"Pearson, Nate","663878","2023","97.9","2304","-7.5","-11.2","87.4","2573","7.1","-35.7",,,,,"80.4","2586","12","-54.7",
"Singer, Brady","663903","2023",,,,,"84","2377","3.4","-37.6","87.7","1849","-15","-28.1",,,,,
"Beck, Tristan","663941","2023","94.7","2104","-8.4","-14.1","87.7","2437","5.7","-31.6","86.6","1589","-14.7","-28.2","79.2","2325","8.5","-59.5",
"Holton, Tyler","663947","2023","91.5","2166","3.8","-16.1","81.8","2580","-12.3","-39.2","82.9","1636","14.7","-34.3","78.3","2565","-8","-58.8",
"Stephan, Trevor","663986","2023","94.9","2528","-8.4","-15.4","85.4","2619","8.9","-34.5",,,,,,,,,
"Vespi, Nick","663989","2023","89","2235","-2.5","-29.1","83.4","2547","-10.9","-38.3",,,,,"80.4","2427","-11.1","-48.1",
